,user
4606,173078
4608,343643
4609,137217
4610,346682
4611,280351
4614,353171
4615,48832
4616,216942
4617,319237
4620,336554
4621,295593
4623,41904
4624,298109
4625,220828
4630,79219
4631,145511
4632,112412
4634,271965
4635,59798
4636,55792
4637,275132
4638,968
4640,371553
4643,197293
4647,228761
4649,114753
4651,260579
4652,283087
4656,221184
4657,256429
4658,147004
4660,80552
4661,72570
4663,60751
4664,325276
4666,231305
4667,151814
4668,81275
4676,339750
4679,24609
4681,266715
4682,319199
4683,914
4684,2068
4686,132827
4687,285672
4688,49206
4689,163193
4690,10491
4691,255515
4693,141005
4697,351009
4698,239167
4699,88359
4700,141090
4701,83896
4702,102847
4703,98188
4706,106379
4709,130645
4710,230338
4712,265412
4713,217373
4715,35303
4717,213853
4718,356337
4720,92609
4721,308567
4725,362271
4728,35605
4729,56774
4730,275046
4732,265664
4736,148993
4739,103817
4740,18488
4742,244556
4743,11872
4745,370220
4746,156272
4747,85145
4749,35200
4751,55603
4754,34768
4756,286588
4757,367781
4760,4841
4762,315946
4764,11422
4766,203458
4767,290805
4768,113895
4769,140239
4771,62108
4773,106978
4774,63747
4775,276577
4776,334532
4777,276100
4778,277550
4780,262246
4781,264992
4782,48583
4790,314753
4791,113889
4792,253426
4793,196259
4796,241899
4797,45848
4798,162320
4799,112200
4803,103931
4805,65646
4806,202030
4809,359663
4810,192797
4814,241115
4815,155083
4816,168413
4818,162539
4819,74146
4820,91902
4822,135099
4824,293927
4825,160723
4827,228231
4828,361871
4833,224493
4834,71342
4835,161142
4836,231506
4838,257936
4839,360741
4841,66368
4842,42398
4845,8206
4851,88765
4852,10113
4853,117603
4861,216394
4865,174895
4866,78160
4867,88968
4868,285808
4871,18527
4874,310526
4875,296916
4879,95505
4881,232968
4883,288741
4884,76693
4885,282165
4886,24006
4887,55597
4889,229992
4892,91597
4893,211186
4895,309449
4896,249576
4899,135412
4901,53053
4903,77317
4905,124696
4907,227779
4910,212614
4912,265926
4914,87717
4915,191123
4916,355511
4917,99274
4921,107074
4922,48531
4924,359635
4925,2037
4933,339726
4940,215345
4941,77850
4942,367927
4943,46563
4946,59267
4950,155768
4951,130151
4954,30226
4956,155098
4957,228466
4962,136611
4964,105307
4965,315324
4966,197096
4967,138123
4968,28174
4970,110514
4971,173900
4972,354044
4973,350919
4976,322606
4979,166677
4981,243908
4985,36298
4986,75068
4988,340534
4992,69882
4994,354331
4998,338615
4999,53335
5002,106256
5004,175090
5005,373559
5007,318261
5011,224405
5020,287178
5021,97611
5022,49460
5024,297650
5025,184390
5027,155554
5028,125121
5031,347402
5032,29116
5034,242247
5037,184176
5040,360757
5041,317594
5043,11034
5044,372199
5045,98152
5050,5150
5053,247464
5055,70846
5056,118918
5059,366627
5061,75173
5062,187581
5063,184033
5064,223700
5066,312157
5068,368400
5070,143108
5071,215521
5075,150773
5076,333196
5078,271708
5080,372162
5081,19211
5083,228222
5085,348943
5089,38933
5091,224976
5094,359855
5095,71785
5099,266543
5102,59215
5103,338164
5104,178278
5108,269095
5109,894
5114,43962
5116,112608
5117,336569
5118,179319
5119,372548
5121,304870
5124,177139
5125,356202
5126,112851
5128,224774
5129,86349
5130,67913
5131,338542
5134,172813
5135,18631
5137,125821
5139,189373
5140,303705
5143,273747
5146,55741
5153,366987
5156,8596
5157,98546
5159,160587
5160,237324
5162,208272
5163,67329
5164,235566
5166,86847
5168,350304
5169,300727
5170,20610
5172,172434
5173,87071
5174,92814
5175,160055
5177,36781
5178,343991
5179,373633
5181,343231
5182,252184
5184,84621
5185,184972
5186,247631
5187,55291
5188,68379
5189,303973
5191,173164
5195,191740
5196,210075
5197,102135
5198,316955
5199,296959
5200,96932
5201,124548
5203,169825
5206,99525
5207,342225
5208,53636
5210,234992
5212,352430
5213,351901
5216,107515
5220,147856
5221,174278
5222,238942
5223,87766
5227,175948
5230,169795
5231,185394
5234,358563
5235,104384
5236,344746
5238,8869
5239,184779
5240,78628
5247,290283
5249,286613
5250,66565
5251,246299
5252,247573
5253,253858
5254,341916
5262,173583
5264,250345
5266,104113
5268,38802
5269,359568
5272,61050
5275,199201
5279,232344
5281,167362
5282,286189
5286,370256
5287,265911
5289,90644
5292,238106
5296,309678
5300,341499
5301,254663
5304,5207
5305,279801
5307,182188
5309,74468
5311,290327
5312,77149
5313,128457
5314,54505
5317,46725
5319,120492
5320,45116
5323,205863
5327,156501
5330,166464
5339,90785
5345,370798
5346,356748
5347,54479
5348,285353
5349,231033
5350,268903
5352,90091
5358,276596
5360,344308
5366,285332
5369,291786
5370,334910
5375,15442
5376,196968
5377,6829
5380,289768
5382,209418
5383,84037
5387,136162
5389,159073
5391,255367
5395,247727
5398,278243
5399,331465
5402,42163
5403,256518
5405,269795
5408,213875
5409,129975
5410,324657
5411,249183
5413,192923
5414,6552
5415,332270
5416,303927
5417,60327
5419,154813
5420,96956
5421,287657
5423,127140
5424,312780
5425,171809
5426,82659
5427,178320
5428,92416
5431,333728
5432,125887
5433,360774
5434,292120
5435,248186
5437,45239
5439,221955
5440,168314
5442,42434
5443,121604
5444,71984
5445,253111
5449,279435
5451,71558
5452,62975
5454,353966
5458,10630
5461,331215
5462,58513
5463,266600
5464,354785
5466,14871
5470,354555
5471,230029
5472,195945
5475,3338
5482,261209
5483,156641
5485,82931
5486,313696
5488,262674
5490,150524
5491,109909
5492,162056
5494,3088
5497,363489
5502,296900
5505,276739
5507,234408
5508,152740
5514,75639
5515,352516
5517,240478
5519,354194
5520,211413
5521,113514
5523,97989
5528,339899
5529,14689
5531,196818
5533,182864
5534,159225
5540,23825
5541,149586
5543,191902
5544,255058
5546,117186
5548,19365
5549,155978
5551,281996
5552,291585
5554,151154
5557,228801
5558,232053
5559,106897
5564,186383
5565,162923
5566,13713
5569,57993
5571,76262
5573,169531
5574,157603
5579,73143
5584,49571
5585,216712
5588,268259
5590,295021
5592,299419
5593,185064
5594,368594
5598,323755
5601,302404
5605,202837
5606,30427
5610,117598
5611,333209
5613,120301
5614,8498
5616,70619
5617,291034
5618,150213
5619,35181
5620,91812
5623,110923
5627,92569
5628,180993
5630,220931
5631,77225
5632,186678
5633,132852
5635,339238
5637,353539
5639,116412
5640,223461
5646,298244
5648,89696
5651,247794
5652,133809
5653,133989
5654,12022
5657,277976
5660,339953
5661,105438
5664,177320
5665,171516
5666,310079
5667,243341
5668,238245
5669,171920
5670,34656
5672,192991
5674,303606
5675,215856
5676,317468
5678,36303
5681,319063
5682,73346
5683,159572
5685,110020
5686,122603
5687,215094
5689,352052
5690,199845
5691,350627
5694,272961
5695,91291
5699,17293
5700,17809
5703,266348
5707,140621
5708,217546
5710,112369
5711,152130
5714,182135
5716,194783
5717,276563
5719,122475
5720,149703
5721,309055
5722,330293
5724,18159
5726,275160
5727,343620
5728,219633
5729,172884
5736,45790
5742,75196
5743,366727
5744,15048
5746,85472
5747,163814
5748,343909
5752,325677
5753,331079
5755,334117
5756,181098
5757,69322
5759,10178
5760,68725
5761,106714
5765,41225
5766,260033
5768,365658
5775,292462
5777,241403
5778,278286
5780,1410
5782,100462
5784,5735
5785,258871
5789,204951
5792,280957
5793,320964
5795,109570
5796,101827
5798,10157
5799,142031
5800,188488
5801,93559
5802,295940
5803,45654
5804,192141
5805,216169
5806,21140
5808,117157
5809,146891
5812,326814
5814,258840
5815,368848
5818,3652
5823,264435
5825,221384
5826,200918
5827,135032
5828,274949
5829,268240
5831,245717
5835,63483
5836,224560
5839,21592
5841,301684
5842,151403
5846,332037
5851,770
5854,121241
5855,190854
5857,370973
5859,21344
5861,150241
5862,357223
5863,31823
5870,24192
5874,30640
5875,92039
5876,69330
5878,66273
5880,164304
5883,134574
5884,120231
5885,227206
5886,18783
5888,247684
5891,184447
5894,313580
5895,108209
5897,248142
5900,63226
5901,322418
5903,212791
5904,289973
5907,277611
5908,185185
5912,168092
5915,18355
5922,263814
5923,57040
5926,219922
5928,197246
5929,213873
5930,186961
5932,80518
5933,358281
5934,58838
5935,341559
5938,355270
5939,296505
5940,363362
5944,272454
5951,338692
5953,260235
5955,247251
5957,254367
5958,144179
5959,233395
5961,221670
5964,348588
5965,105207
5967,229261
5969,262797
5971,35549
5975,366805
5977,22165
5978,20692
5979,224964
5981,331365
5983,99516
5985,225062
5987,20829
5988,180942
5990,229221
5993,60444
5996,194972
5998,302187
5999,277208
6000,339859
6002,299487
6003,36982
6004,2167
6005,219537
6007,61804
6008,80882
6010,66386
6011,9509
6014,152776
6015,96779
6017,309159
6018,88771
6020,218867
6021,263414
6023,301385
6029,224496
6030,112047
6031,181311
6032,223554
6033,245331
6034,262762
6035,190008
6036,302912
6037,357521
6038,188235
6044,224935
6045,349378
6046,25898
6047,159105
6050,115223
6051,25124
6054,298530
6055,172423
6056,294148
6057,317642
6058,232779
6060,152955
6063,186765
6067,20359
6070,215316
6071,282973
6072,322475
6075,235078
6076,194478
6077,318187
6080,200149
6082,365681
6087,145010
6088,194173
6089,4796
6093,224018
6094,47249
6095,8782
6099,97817
6101,148240
6103,120467
6104,191139
6107,330347
6108,306284
6111,337388
6112,81971
6113,78671
6114,10291
6118,325659
6120,95057
6121,98723
6122,132666
6123,306854
6124,263517
6125,73808
6126,203325
6128,130080
6129,145024
6131,231445
6132,356900
6133,170780
6135,93528
6136,164523
6139,260678
6141,43969
6143,59958
6145,112497
6146,316027
6147,290149
6148,46676
6150,188248
6151,309749
6152,63596
6154,252539
6157,166933
6159,44226
6160,55348
6165,185127
6166,165683
6167,24580
6169,373606
6174,89515
6176,279050
6177,314179
6178,165064
6180,344743
6181,61552
6183,213995
6186,231822
6188,14701
6191,6366
6192,349835
6194,215034
6195,312087
6196,146242
6198,373443
6199,121366
6200,192305
6201,289390
6203,18447
6205,135086
6207,144824
6208,101822
6210,335726
6211,342940
6212,360811
6213,315698
6214,52469
6216,85164
6217,286383
6219,52285
6220,191068
6221,332076
6223,78502
6224,103488
6225,297993
6226,59350
6228,312193
6230,308255
6232,120770
6233,3110
6234,327954
6235,341271
6236,250578
6237,247488
6239,229217
6240,156032
6241,272008
6243,239919
6245,58218
6249,33430
6250,139678
6252,103813
6253,287503
6259,350945
6261,340043
6262,26688
6263,223260
6264,97494
6266,322934
6267,147757
6268,94082
6270,120827
6271,33398
6274,64508
6277,160370
6278,146375
6282,204813
6283,6706
6284,254103
6287,57842
6289,241372
6291,89673
6293,162018
6294,267173
6296,143811
6297,288217
6298,358086
6300,184826
6304,466
6307,98756
6308,146893
6309,105836
6310,1603
6313,282950
6314,244263
6315,217935
6316,160813
6319,139148
6321,142131
6322,242081
6323,90165
6324,359951
6325,101255
6326,263231
6327,328596
6329,310406
6330,121387
6331,171835
6333,135668
6334,166529
6336,266239
6341,125826
6344,7834
6346,154358
6347,178228
6348,170069
6351,171742
6352,154732
6353,287455
6354,54813
6355,190664
6358,194710
6359,292954
6360,304249
6361,41804
6362,179408
6363,290144
6364,107741
6365,241700
6366,358127
6370,11896
6374,265321
6375,369564
6376,224348
6380,25889
6381,322828
6382,37177
6383,94945
6384,228959
6386,18144
6388,236374
6390,120043
6391,204434
6394,327935
6395,209036
6396,146382
6401,51601
6403,204381
6405,67207
6406,117949
6408,77818
6411,222871
6412,288444
6413,274635
6414,58138
6415,341837
6416,142320
6417,311476
6418,72937
6419,299884
6421,67587
6422,112407
6423,344802
6425,281344
6430,172922
6432,191315
6433,164706
6434,312226
6437,106787
6441,313446
6444,206612
6447,272147
6448,29795
6449,330286
6450,328000
6452,285913
6455,246272
6456,304056
6457,214342
6461,63091
6463,231854
6464,331363
6466,70896
6471,37188
6473,254965
6475,328957
6478,2477
6480,200312
6481,268803
6483,55778
6485,217089
6489,153619
6491,158020
6493,276661
6496,229229
6499,76145
6500,300195
6502,27338
6504,111630
6507,29188
6510,265723
6511,245794
6512,301262
6516,216053
6518,231762
6519,205984
6521,149370
6522,326172
6524,282772
6527,354198
6528,60531
6531,276707
6532,33590
6533,64704
6535,310706
6537,206250
6538,208722
6539,270059
6541,324399
6543,195259
6544,130511
6546,300859
6547,278279
6548,206622
6551,36777
6553,45161
6554,246866
6558,367082
6560,347947
6561,311583
6563,325392
6564,58091
6565,368401
6566,77306
6567,37162
6568,345966
6569,237795
6571,86529
6572,285344
6573,328705
6575,141869
6576,178218
6577,270331
6578,214999
6583,41506
6584,54153
6585,346638
6586,55020
6588,200134
6596,226270
6599,30180
6604,198585
6606,84410
6607,4985
6608,185370
6609,242685
6610,118922
6614,23271
6615,296598
6616,230635
6617,67157
6618,54967
6620,243285
6621,15092
6623,69027
6624,47704
6626,266460
6628,199795
6630,63860
6633,327478
6634,259163
6635,115643
6637,274916
6638,227089
6643,172439
6648,339127
6649,173300
6651,39627
6652,337343
6655,219952
6656,125039
6657,118859
6658,54712
6660,79295
6667,7478
6669,244058
6671,281196
6673,39376
6674,225744
6675,213120
6676,329097
6678,168349
6679,256042
6680,239202
6681,227501
6683,17281
6686,119536
6688,34346
6690,359606
6691,127278
6692,89291
6694,52436
6695,91616
6699,19972
6703,276429
6706,313573
6708,274722
6711,183644
6712,71689
6714,178031
6719,351115
6720,261012
6723,194776
6724,30797
6725,217408
6726,285510
6727,326324
6729,220551
6730,196298
6731,39357
6732,58017
6735,354618
6736,33600
6738,13657
6739,83849
6742,198636
6743,69131
6746,90373
6751,58713
6753,211747
6755,287317
6756,336852
6758,140396
6759,30980
6760,105506
6761,45171
6762,290886
6765,346458
6768,177135
6770,247558
6774,312405
6775,121534
6777,297290
6781,9754
6783,215646
6787,28139
6789,273135
6793,344783
6798,270253
6800,309890
6801,340054
6802,356428
6804,171925
6806,267134
6808,136271
6809,83748
6811,303918
6814,86140
6820,269722
6826,45646
6827,248095
6828,118388
6831,354377
6832,287969
6833,164617
6834,325979
6835,337486
6836,120697
6837,266702
6838,270509
6839,178414
6840,232904
6843,84968
6845,128027
6846,238023
6848,136928
6849,264870
6851,16984
6853,334002
6855,63182
6856,22952
6857,96147
6858,108679
6859,2270
6860,254296
6861,242194
6865,120084
6866,22524
6871,240517
6872,191470
6873,244334
6874,116245
6876,34270
6878,52616
6879,317846
6882,247605
6883,48216
6884,212023
6885,163918
6888,350366
6890,115167
6892,206985
6893,95894
6897,99330
6898,222907
6899,353687
6900,166275
6902,150878
6903,328412
6908,116164
6909,278846
6911,55723
6912,241777
6914,57503
6915,290145
6918,57809
6920,65273
6921,291596
6922,275330
6925,343763
6927,144377
6928,42403
6929,108003
6932,31940
6933,68830
6935,16652
6936,328907
6937,218014
6938,359496
6939,177054
6940,161396
6942,25121
6944,155589
6946,191169
6948,350851
6949,329927
6953,150946
6954,15277
6955,368158
6961,251583
6965,204394
6968,86325
6972,190437
6974,211709
6975,223009
6976,331909
6978,266095
6982,86403
6987,350676
6989,114548
6991,225978
6992,266936
6995,300180
6997,42818
6999,297793
7000,25088
7001,297644
7008,228752
7010,100171
7012,344177
7014,97901
7015,196436
7016,168084
7017,340845
7018,61271
7019,14163
7021,148772
7023,231316
7025,26613
7026,197126
7031,154240
7032,362361
7034,340065
7037,108248
7038,345721
7039,120354
7045,74702
7049,116037
7050,331981
7051,214011
7052,130324
7054,336634
7056,321651
7057,139642
7059,79176
7060,259281
7061,14605
7064,90777
7065,39406
7068,230783
7070,277557
7071,254014
7077,289709
7079,234709
7081,340074
7083,60980
7084,254143
7087,298408
7092,194354
7098,372616
7101,287935
7102,334271
7103,288805
7104,153298
7105,163821
7106,116906
7109,59947
7110,323540
7113,17570
7115,179895
7117,339144
7120,79597
7121,56536
7122,155094
7123,50167
7125,314250
7126,129190
7127,305268
7129,30476
7130,124350
7131,319975
7133,108489
7134,170337
7138,304355
7141,252798
7142,30441
7144,105366
7149,246434
7150,324913
7153,361139
7156,347527
7157,139716
7159,107866
7160,341859
7161,85593
7163,331519
7165,221130
7166,350219
7168,183750
7169,344942
7171,276628
7172,25077
7174,22860
7175,50784
7179,185924
7182,176065
7183,280056
7186,286353
7188,52081
7189,353084
7190,271603
7191,210235
7192,149170
7193,77458
7194,14161
7198,30124
7203,340775
7204,64548
7206,371702
7210,82325
7213,330233
7214,14116
7215,351882
7221,352466
7225,28279
7228,363719
7230,282095
7231,209616
7233,279796
7235,292820
7239,33537
7240,19475
7241,197134
7243,254129
7250,141820
7251,3413
7252,281604
7255,95085
7256,194901
7258,130143
7260,253851
7262,303327
7265,56698
7269,372410
7270,309832
7272,47184
7273,134083
7274,199265
7276,349130
7277,2258
7278,207157
7282,340385
7283,83618
7284,206979
7286,216288
7287,224132
7288,121580
7289,165959
7290,150240
7291,226416
7293,328023
7294,279782
7295,314432
7296,4534
7300,103284
7306,199179
7307,289309
7308,11746
7310,167315
7312,55294
7313,239390
7314,263376
7315,192174
7317,351574
7319,133714
7320,185834
7322,368431
7325,293548
7328,273969
7330,271521
7331,219294
7333,22920
7336,150664
7338,149681
7339,312622
7340,347538
7341,5949
7344,299977
7346,6225
7349,140130
7350,163279
7352,68275
7354,10902
7357,113999
7358,278101
7359,107916
7361,105477
7362,319825
7364,240045
7366,195517
7367,355146
7368,2646
7369,337694
7370,253496
7371,186800
7372,95623
7373,92683
7374,197834
7376,279499
7378,87724
7380,201901
7381,105904
7384,356722
7386,207136
7387,131996
7389,100966
7390,257536
7392,335872
7393,86336
7394,114536
7395,297080
7396,126220
7398,278535
7399,320632
7400,287952
7401,254106
7403,63639
7405,353794
7408,231017
7410,247406
7412,301335
7417,275992
7418,102917
7422,156768
7424,267420
7425,353535
7428,30787
7434,14945
7435,133629
7436,263163
7439,137845
7440,93752
7442,28725
7443,253359
7444,352203
7446,162628
7447,357809
7449,47433
7451,266630
7452,337869
7453,868
7455,275815
7456,295675
7457,298913
7458,170569
7459,204787
7461,87265
7462,137416
7464,137013
7467,283323
7468,122735
7470,27108
7471,270073
7474,360366
7480,56651
7482,260071
7483,77998
7484,99793
7485,78934
7486,108794
7488,183727
7489,342834
7491,91058
7493,42714
7495,205864
7496,239663
7498,338543
7499,103427
7500,79365
7507,222438
7508,84490
7509,196199
7514,354631
7516,41793
7517,130657
7521,181073
7522,78897
7525,160574
7527,370993
7529,202362
7530,282462
7531,43560
7532,124052
7533,84302
7535,358488
7538,20383
7541,48325
7542,209759
7546,330051
7548,112411
7551,267991
7553,362471
7555,274740
7557,143818
7558,69535
7563,329930
7564,36083
7566,191710
7567,251452
7569,9093
7570,365215
7571,141445
7572,300968
7573,5931
7579,194034
7580,212708
7581,180304
7587,221861
7588,16081
7590,162982
7591,256782
7593,120574
7594,16138
7596,284413
7600,300623
7602,268344
7603,239708
7604,309671
7605,109258
7606,303542
7608,342522
7610,136334
7612,367377
7613,89845
7615,30055
7618,320136
7621,85249
7623,23777
7624,104768
7625,206704
7626,111952
7627,163529
7631,278913
7634,345524
7635,6003
7641,10745
7643,187828
7644,24073
7646,125588
7647,79354
7649,51564
7650,144334
7653,230591
7660,171240
7661,330764
7662,164927
7664,354924
7668,334528
7669,184058
7671,100837
7672,153333
7673,271321
7674,231085
7675,293046
7676,201733
7679,51382
7681,99352
7682,326625
7683,113054
7687,177488
7688,33662
7690,353923
7692,326903
7694,333965
7695,117745
7696,16273
7697,300132
7698,29058
7702,128775
7704,180441
7707,250190
7710,185894
7712,103996
7713,44390
7714,30380
7716,122280
7718,126740
7722,365601
7723,125224
7724,33584
7726,24215
7727,146624
7728,268476
7731,263619
7733,32386
7734,307672
7735,18659
7736,192802
7737,159130
7738,336717
7739,347153
7741,145564
7748,84892
7750,142099
7751,150743
7754,75291
7755,159568
7756,248550
7757,336816
7759,165462
7760,110762
7765,22651
7766,262325
7767,191058
7768,358954
7769,140040
7775,205194
7776,42555
7777,258907
7780,55838
7782,323724
7787,187912
7789,366173
7790,38769
7793,156447
7795,252592
7796,327300
7797,269328
7798,221962
7800,230598
7802,360892
7803,59323
7805,349504
7806,238907
7810,99422
7811,295825
7812,85627
7814,215314
7815,42800
7816,209351
7817,263978
7821,106557
7823,68096
7824,152002
7827,184817
7830,41741
7831,351003
7832,35211
7833,235715
7836,319564
7839,20565
7840,52549
7841,7554
7842,169217
7845,274195
7854,22195
7855,106858
7856,210580
7857,361580
7859,185756
7860,298607
7863,279662
7865,205950
7866,311800
7867,35418
7875,335518
7877,316083
7878,156222
7882,65243
7883,250694
7891,109572
7893,228938
7894,207027
7896,13999
7897,289046
7898,77139
7901,336320
7902,79123
7903,75128
7905,67244
7906,225604
7907,347171
7908,135038
7917,18932
7918,116822
7919,106823
7923,333527
7924,358986
7927,224588
7930,135413
7931,6936
7932,61686
7933,14608
7935,46024
7936,336424
7938,102808
7939,73432
7940,193312
7942,224227
7950,250117
7951,95977
7952,146377
7953,250717
7955,46015
7957,64686
7959,158765
7963,332141
7964,39403
7968,60507
7971,349442
7973,20883
7974,240942
7977,236177
7978,165744
7982,157400
7983,168030
7984,89021
7985,144159
7989,164920
7991,330670
7992,88493
7995,271590
7997,218577
7998,81138
8000,253004
8002,30152
8003,196201
8005,110747
8006,162174
8007,325906
8011,348512
8012,274813
8014,250747
8015,62272
8019,302732
8020,318173
8022,21274
8023,228418
8025,169210
8027,60580
8029,335468
8030,250405
8034,272681
8037,68389
8038,283041
8039,38237
8041,251847
8042,54536
8043,38133
8044,42266
8046,223165
8047,309967
8050,157132
8051,31880
8053,294371
8054,20251
8058,260076
8059,116486
8064,315375
8065,102848
8066,291847
8067,266323
8070,53548
8071,128993
8074,39719
8075,362209
8076,303056
8077,19037
8078,139791
8079,326783
8080,222123
8081,119323
8082,144966
8087,153606
8089,251081
8091,326844
8095,261780
8100,55996
8103,341584
8104,282745
8105,164869
8108,147154
8109,160975
8110,219279
8111,106632
8112,106830
8113,368130
8115,85881
8118,314531
8119,372011
8124,336594
8131,143235
8134,309095
8135,371294
8137,247706
8138,257518
8139,11606
8144,293688
8145,289016
8146,353760
8147,291150
8151,67616
8152,1833
8153,19186
8154,277583
8155,69435
8156,186546
8157,172164
8158,147866
8160,177612
8162,327392
8164,183665
8167,309889
8169,282014
8170,208644
8172,338784
8173,179005
8176,204140
8178,85832
8179,333168
8180,18008
8183,221138
8185,136619
8186,55396
8187,360575
8188,244107
8189,259004
8192,234031
8195,160910
8196,289902
8199,236720
8202,23453
8203,61198
8205,265232
8207,54564
8208,249600
8209,224814
8211,102412
8212,176330
8216,318027
8218,132577
8220,215419
8221,112215
8222,122024
8223,354130
8226,354058
8227,48362
8228,35743
8230,44916
8232,132141
8233,358561
8237,85143
8239,104314
8242,49381
8245,71102
8246,298761
8247,172260
8249,41979
8250,329267
8254,62601
8255,91875
8258,116508
8260,362507
8261,365065
8262,292704
8263,136935
8264,22224
8266,342702
8268,3333
8270,136149
8272,50782
8273,62362
8275,103532
8278,256577
8281,152887
8282,87699
8283,164513
8284,10948
8285,197217
8288,143335
8290,87878
8291,325725
8298,370457
8300,4891
8301,75375
8302,343897
8305,347635
8306,64367
8308,89279
8309,58900
8310,195304
8311,31381
8312,74639
8313,257367
8321,66468
8322,233605
8323,360771
8327,32195
8328,162094
8331,117488
8333,187083
8335,77627
8338,261984
8339,151552
8341,106161
8343,103062
8345,186196
8347,292789
8348,121490
8350,226923
8352,17693
8354,188594
8356,198497
8358,7733
8359,162592
8360,291015
8361,201478
8362,85455
8363,274867
8364,238439
8366,2586
8367,225076
8369,340908
8370,207736
8372,107207
8374,163719
8376,166561
8377,371680
8379,332590
8380,62536
8383,358277
8385,61575
8388,85886
8390,201523
8391,37837
8393,180488
8395,37718
8396,108821
8397,283478
8399,325986
8401,371140
8402,148715
8403,38856
8405,90439
8413,349861
8414,223809
8415,363153
8421,47378
8422,364905
8425,258821
8428,209040
8431,339773
8437,65363
8438,79891
8439,289347
8442,46364
8443,269282
8445,336942
8447,325633
8448,263521
8449,279719
8450,293752
8454,49773
8455,236037
8456,353710
8458,136108
8459,356451
8460,284483
8461,114203
8468,193970
8469,124381
8471,216623
8473,328434
8475,12933
8478,4339
8480,130592
8481,308759
8484,342717
8485,219082
8487,260959
8491,81632
8494,30878
8499,307627
8500,111692
8501,245696
8503,206719
8504,324360
8505,117428
8511,92126
8512,39947
8514,275943
8515,147770
8518,257480
8520,139062
8521,259658
8524,191396
8526,338802
8527,186607
8529,340264
8530,41646
8531,37368
8533,310216
8535,362127
8536,22198
8539,269167
8541,86943
8542,243828
8544,246984
8549,17635
8550,14948
8551,86085
8552,323352
8553,287127
8554,264862
8557,288939
8558,160835
8560,254659
8561,329429
8563,158174
8566,178019
8568,346626
8574,222892
8578,339557
8579,77146
8580,260185
8581,91549
8582,230109
8584,373628
8585,225628
8592,81726
8593,266342
8594,236825
8595,44024
8596,251690
8597,137333
8599,134796
8605,292142
8606,99501
8608,314600
8609,309810
8611,78375
8612,22066
8616,342942
8619,166660
8622,233812
8623,164450
8625,153087
8628,95249
8629,119905
8630,259593
8631,33940
8632,72173
8633,363021
8635,234207
8636,65322
8638,288354
8639,106313
8642,216870
8644,216428
8645,43704
8646,91250
8647,245671
8649,69623
8651,368382
8657,7577
8659,80467
8660,81775
8661,169557
8663,39464
8664,233410
8665,4460
8666,199615
8668,203963
8670,22841
8674,112666
8676,129953
8680,358021
8682,43766
8685,326454
8686,104397
8687,229400
8689,82630
8692,2147
8694,326629
8698,25581
8700,329776
8701,236647
8702,73203
8705,78696
8709,336299
8710,111008
8711,211491
8714,283764
8715,91278
8718,303648
8720,294736
8721,284250
8723,278797
8726,325366
8728,121621
8730,198159
8732,182013
8735,490
8737,118700
8738,262526
8741,257908
8743,281376
8744,203560
8745,78139
8746,35329
8747,147097
8749,91656
8750,325797
8751,34912
8752,78584
8753,305652
8754,60798
8755,126157
8756,285024
8758,244112
8763,75420
8767,371427
8768,248575
8769,291756
8771,371841
8772,370516
8773,281646
8774,200863
8775,261603
8776,273475
8778,83349
8779,12711
8782,42376
8783,285451
8784,171866
8785,192315
8787,327487
8789,187671
8793,220122
8794,217983
8795,135792
8797,327237
8798,102189
8800,107653
8802,358966
8803,71929
8806,182516
8809,75902
8811,93213
8812,193640
8813,108249
8816,181395
8818,210026
8819,109748
8821,353320
8822,34604
8823,11113
8825,202310
8832,134271
8833,25365
8836,275881
8837,61594
8838,13457
8839,311892
8841,3322
8842,182953
8843,272215
8844,371948
8845,179805
8847,31203
8850,360651
8853,114144
8854,234005
8855,230535
8857,53281
8859,133276
8860,121163
8865,268564
8866,9980
8868,285600
8869,144005
8871,261973
8872,95617
8874,317767
8875,198955
8878,264996
8879,250429
8880,246059
8881,179297
8883,218471
8885,355181
8886,252272
8887,64199
8888,356988
8889,169969
8890,271165
8893,146736
8895,111435
8896,224847
8900,291936
8902,254587
8904,88590
8908,26658
8909,285047
8910,29629
8911,316705
8912,150471
8913,206576
8915,274066
8918,309916
8919,321280
8922,155192
8923,239637
8925,126563
8926,312704
8928,280037
8929,246483
8932,264607
8935,15318
8936,181678
8938,282970
8943,364736
8944,245061
8946,47221
8950,7153
8952,3474
8953,49198
8954,298584
8956,154602
8961,134820
8962,365453
8966,264980
8968,129125
8970,288320
8971,360244
8972,317365
8973,104348
8974,192628
8978,150415
8979,323513
8980,5890
8981,171357
8982,142820
8986,106166
8989,236791
8990,165673
8991,325176
8994,131193
8997,313738
8998,315116
9000,87647
9001,146003
9002,173262
9006,340803
9008,257078
9012,238340
9014,251265
9015,301675
9016,85208
9021,118395
9023,106015
9024,8013
9025,319433
9027,72472
9028,147106
9029,352389
9032,165432
9034,337097
9035,266627
9037,272708
9039,309461
9041,143635
9042,250625
9043,91506
9045,363038
9047,244602
9048,78965
9050,255623
9051,154506
9054,78468
9058,68364
9059,26723
9060,366668
9061,237313
9062,344893
9064,272456
9065,92158
9066,343742
9068,105606
9069,364268
9071,204034
9073,21450
9074,309917
9075,262884
9079,176633
9081,122037
9082,2330
9085,360280
9087,181322
9088,227865
9099,268131
9100,10490
9106,6658
9109,215174
9111,176008
9114,102650
9117,235732
