,user,enrolled,predicted_results
1497,132538,0,0
1498,150343,0,1
1499,348498,1,1
1500,109622,0,0
1501,73958,1,0
1502,225445,1,1
1503,169113,0,0
1504,310516,0,0
1505,102271,0,0
1506,230747,0,0
1507,283250,0,1
1508,201361,1,0
1509,354707,0,0
1510,372077,0,0
1511,338330,0,1
1512,42682,1,0
1513,271226,1,0
1514,136961,1,1
1515,222041,1,1
1516,12840,0,1
1517,147155,1,1
1518,143290,1,1
1519,302210,1,1
1520,298277,0,0
1521,210492,0,0
1522,364858,0,1
1523,79608,0,0
1524,343938,0,0
1525,302349,0,0
1526,191456,0,0
1527,35819,1,1
1528,296853,0,0
1529,280015,1,1
1530,81016,1,1
1531,85350,0,0
1532,314059,0,0
1533,290997,1,0
1534,260166,0,1
1535,312388,1,0
1536,237243,1,1
1537,198871,1,0
1538,334100,0,1
1539,155537,1,1
1540,9333,0,0
1541,142439,0,0
1542,211040,1,1
1543,297496,0,0
1544,346875,1,1
1545,354130,0,1
1546,340564,1,1
1547,294160,1,0
1548,364125,1,1
1549,343116,0,0
1550,329652,1,1
1551,122681,0,0
1552,55427,1,1
1553,331070,0,0
1554,97221,1,1
1555,121380,1,1
1556,342206,0,0
1557,286338,1,1
1558,84211,1,1
1559,301170,0,0
1560,55888,0,0
1561,232952,1,0
1562,289512,0,0
1563,282137,1,1
1564,57785,0,0
1565,13263,1,1
1566,127643,1,1
1567,127336,0,0
1568,71661,1,1
1569,199201,1,0
1570,300023,0,1
1571,324448,0,0
1572,68436,1,1
1573,23943,0,0
1574,346080,0,0
1575,44381,1,1
1576,19311,0,0
1577,172276,1,1
1578,111057,1,1
1579,131476,1,1
1580,212329,0,0
1581,346534,1,1
1582,357297,0,0
1583,263844,1,1
1584,226569,1,1
1585,3441,0,0
1586,106520,1,1
1587,326684,0,1
1588,95598,1,1
1589,211455,0,0
1590,44181,1,1
1591,336089,0,0
1592,237738,1,1
1593,66383,1,1
1594,184718,0,1
1595,122568,0,0
1596,244247,0,1
1597,236524,0,0
1598,182935,1,1
1599,239711,1,1
1600,120889,0,0
1601,327922,1,1
1602,158930,1,1
1603,76860,0,0
1604,215479,0,0
1605,149840,0,0
1606,371299,0,0
1607,147412,0,0
1608,301383,1,1
1609,329530,0,0
1610,248858,1,1
1611,50600,1,1
1612,332161,0,0
1613,289349,0,1
1614,210195,1,0
1615,72937,0,0
1616,22332,0,0
1617,35406,0,0
1618,106394,0,0
1619,142099,0,0
1620,336356,0,0
1621,262884,0,0
1622,125039,0,0
1623,277983,0,0
1624,103159,1,1
1625,352716,0,1
1626,9525,0,0
1627,87421,0,0
1628,341863,0,0
1629,49615,0,0
1630,3729,0,0
1631,365420,0,0
1632,43788,1,1
1633,119156,1,1
1634,334497,0,0
1635,220487,0,0
1636,22901,0,0
1637,182839,0,0
1638,32617,0,0
1639,79040,0,1
1640,133880,0,0
1641,274756,0,0
1642,332048,1,1
1643,59297,0,0
1644,46608,1,1
1645,10750,0,0
1646,97683,1,0
1647,18275,0,0
1648,343894,1,1
1649,142429,0,0
1650,33867,1,1
1651,238362,0,0
1652,21845,0,0
1653,247949,0,0
1654,112660,0,0
1655,101145,0,1
1656,180677,0,0
1657,95793,1,1
1658,134449,0,0
1659,123493,0,0
1660,291096,0,0
1661,349064,0,0
1662,228624,0,0
1663,353673,0,0
1664,45207,1,1
1665,209545,0,0
1666,179853,1,1
1667,171112,0,0
1668,230167,1,0
1669,354044,0,0
1670,127264,1,1
1671,38928,0,0
1672,116384,0,0
1673,77698,0,0
1674,232843,0,0
1675,155978,0,0
1676,209254,1,1
1677,105431,0,1
1678,365065,0,0
1679,165959,0,0
1680,7205,0,0
1681,28333,0,0
1682,362293,0,0
1683,93932,0,0
1684,136636,1,1
1685,120121,1,0
1686,372015,0,0
1687,326951,1,1
1688,39788,1,1
1689,201715,0,1
1690,229895,1,1
1691,311582,1,1
1692,294304,0,0
1693,272557,1,1
1694,194081,0,0
1695,247279,1,1
1696,346755,1,1
1697,205081,1,1
1698,257071,1,1
1699,58533,1,1
1700,364451,0,0
1701,23139,0,0
1702,84480,0,0
1703,360364,0,0
1704,273371,1,1
1705,54064,1,1
1706,100999,1,1
1707,176349,0,1
1708,175304,1,1
1709,329976,0,0
1710,309621,0,0
1711,204201,0,0
1712,102061,1,1
1713,149067,0,0
1714,260570,0,0
1715,132468,0,0
1716,313255,0,1
1717,240349,0,0
1718,249880,0,0
1719,22601,1,1
1720,14140,0,0
1721,322966,1,0
1722,188738,0,0
1723,334890,0,0
1724,334542,1,1
1725,6141,1,1
1726,281058,1,1
1727,55030,0,0
1728,271318,1,1
1729,136611,0,0
1730,352187,0,0
1731,351893,1,0
1732,19663,0,0
1733,96480,0,0
1734,108528,0,1
1735,193059,0,1
1736,9212,1,1
1737,109627,1,1
1738,116632,1,0
1739,35642,1,1
1740,43958,0,0
1741,163712,0,1
1742,267868,0,0
1743,166004,0,1
1744,124427,0,0
1745,135330,0,0
1746,226255,1,1
1747,192700,0,1
1748,104082,0,0
1749,190711,1,0
1750,179125,1,0
1751,269177,1,0
1752,130027,0,0
1753,314990,0,0
1754,314465,0,1
1755,70224,1,1
1756,337881,1,0
1757,355599,1,1
1758,310285,1,1
1759,94243,1,0
1760,214191,0,0
1761,264430,0,1
1762,27731,1,1
1763,313550,0,1
1764,219483,0,0
1765,294017,0,0
1766,7996,0,0
1767,186601,0,0
1768,167346,1,0
1769,155951,1,1
1770,6446,0,0
1771,286847,0,0
1772,90280,1,1
1773,270545,1,1
1774,311951,1,1
1775,133618,1,1
1776,157177,1,1
1777,209138,0,0
1778,277195,1,1
1779,99981,0,1
1780,361895,0,0
1781,186196,0,0
1782,325346,0,1
1783,115939,0,0
1784,98722,0,0
1785,150745,1,1
1786,173330,0,1
1787,146136,0,1
1788,81495,1,1
1789,73363,1,1
1790,297810,0,0
1791,177479,0,0
1792,58258,0,1
1793,18384,0,0
1794,72462,0,1
1795,137666,1,1
1796,64155,1,1
1797,175611,0,0
1798,361611,0,0
1799,215529,0,0
1800,170757,0,0
1801,74888,1,1
1802,16607,0,0
1803,106978,0,0
1804,25361,1,1
1805,149760,1,0
1806,52769,0,0
1807,232433,0,0
1808,92183,1,0
1809,320769,0,0
1810,152195,0,1
1811,341859,0,0
1812,163737,1,1
1813,223119,1,1
1814,108996,1,1
1815,338463,1,1
1816,26727,0,1
1817,299869,1,1
1818,28409,0,1
1819,52957,1,1
1820,297750,1,1
1821,268950,1,0
1822,149339,0,0
1823,40119,1,1
1824,60216,0,0
1825,273412,0,0
1826,331156,1,0
1827,138542,1,1
1828,94517,0,0
1829,260054,0,1
1830,30194,1,1
1831,216865,1,1
1832,278127,1,0
1833,125170,1,1
1834,225872,1,1
1835,234247,0,0
1836,362258,0,0
1837,20658,0,0
1838,198037,1,0
1839,216125,0,0
1840,339737,1,0
1841,192468,1,0
1842,41804,0,0
1843,373498,0,0
1844,367527,1,1
1845,102002,0,0
1846,348997,1,0
1847,162795,1,0
1848,121702,0,1
1849,349280,0,0
1850,76781,1,0
1851,205337,1,1
1852,206955,1,1
1853,21625,1,1
1854,327052,0,1
1855,154465,1,1
1856,163042,0,0
1857,234595,1,1
1858,249425,1,0
1859,309917,1,0
1860,276823,1,1
1861,189201,0,0
1862,301150,0,1
1863,212641,1,1
1864,98383,1,0
1865,36009,0,1
1866,327392,0,0
1867,341386,0,0
1868,240942,0,0
1869,190080,1,1
1870,246446,1,1
1871,55744,1,1
1872,304122,0,0
1873,108669,1,1
1874,266159,1,1
1875,331843,1,1
1876,42646,0,0
1877,150278,1,1
1878,343909,0,0
1879,220912,0,0
1880,258106,1,1
1881,219129,1,0
1882,122062,0,1
1883,209487,1,1
1884,20479,1,1
1885,132152,1,0
1886,155804,0,0
1887,185761,0,0
1888,215687,1,1
1889,335578,1,1
1890,80886,0,1
1891,83632,1,1
1892,152172,1,1
1893,335710,0,0
1894,224464,0,0
1895,172181,1,1
1896,317977,1,1
1897,272053,1,1
1898,104855,0,1
1899,202953,1,1
1900,281074,0,0
1901,61466,1,1
1902,317847,1,1
1903,263419,0,0
1904,258094,0,0
1905,30100,1,1
1906,117023,1,1
1907,184156,0,0
1908,3788,1,0
1909,75091,0,0
1910,75337,0,1
1911,230445,1,1
1912,86178,0,0
1913,235365,1,1
1914,64602,1,0
1915,27997,1,1
1916,271693,1,1
1917,346213,1,0
1918,333286,0,0
1919,22672,0,0
1920,331282,1,1
1921,284368,0,0
1922,142143,0,0
1923,341680,1,1
1924,353642,1,1
1925,150675,1,1
1926,177465,0,0
1927,366227,1,1
1928,213463,0,1
1929,124374,1,1
1930,46581,1,0
1931,328711,1,1
1932,3503,0,0
1933,338784,0,0
1934,193264,1,1
1935,244989,0,0
1936,155692,1,1
1937,25154,1,1
1938,9258,1,1
1939,111984,0,1
1940,249762,1,1
1941,125010,0,1
1942,197275,1,1
1943,179845,1,1
1944,330306,0,0
1945,142265,1,0
1946,108294,1,1
1947,352184,0,0
1948,5467,0,0
1949,351648,0,0
1950,229694,0,0
1951,116031,0,0
1952,233890,1,1
1953,132999,1,1
1954,176736,1,1
1955,246281,0,0
1956,24927,0,0
1957,132368,1,1
1958,9112,0,0
1959,209248,1,0
1960,146987,1,0
1961,228373,0,0
1962,363153,0,0
1963,203420,0,1
1964,91472,0,0
1965,104434,1,0
1966,182625,1,1
1967,187103,1,1
1968,149825,1,1
1969,7635,1,0
1970,164731,0,0
1971,190625,1,1
1972,327493,0,0
1973,226249,0,0
1974,198556,1,1
1975,270913,1,0
1976,169004,0,0
1977,11455,1,1
1978,289268,1,1
1979,121903,0,0
1980,302287,0,1
1981,339726,1,0
1982,243007,1,0
1983,75894,0,0
1984,249033,1,1
1985,206798,1,0
1986,278217,0,0
1987,140764,0,0
1988,152960,0,0
1989,150634,0,1
1990,113903,0,0
1991,357093,1,1
1992,43585,0,0
1993,131471,1,0
1994,226789,0,0
1995,225765,0,0
1996,15869,1,0
1997,50798,1,1
1998,141239,1,0
1999,147276,1,1
2000,152816,0,0
2001,278731,0,0
2002,69814,0,1
2003,73383,1,1
2004,350434,0,1
2005,161065,1,1
2006,64340,1,1
2007,127845,1,1
2008,175886,0,0
2009,61361,1,1
2010,325280,1,1
2011,346922,0,0
2012,345106,1,1
2013,122280,0,0
2014,142492,1,0
2015,332485,1,1
2016,215757,0,0
2017,318376,1,1
2018,124230,0,0
2019,276007,1,1
2020,138623,1,1
2021,219272,0,0
2022,309513,0,0
2023,368928,1,1
2024,249872,1,0
2025,223488,1,1
2026,97860,1,1
2027,68724,0,0
2028,57804,0,0
2029,337973,1,1
2030,369222,1,0
2031,225114,1,0
2032,30189,1,1
2033,300643,1,1
2034,71480,0,0
2035,108706,1,1
2036,146125,1,1
2037,149820,1,1
2038,112057,0,0
2039,104046,0,0
2040,236487,0,0
2041,192790,1,0
2042,276781,1,1
2043,142563,1,0
2044,86810,1,1
2045,330832,0,0
2046,314353,1,1
2047,84886,0,1
2048,25196,1,1
2049,192878,1,1
2050,164680,1,1
2051,238780,1,0
2052,51503,1,1
2053,160626,1,1
2054,86392,0,0
2055,308130,1,1
2056,181526,1,1
2057,146030,0,0
2058,39395,0,0
2059,212570,1,1
2060,146763,1,1
2061,158501,1,1
2062,337952,0,1
2063,331055,1,1
2064,370944,0,0
2065,90881,0,0
2066,223244,0,1
2067,130910,1,1
2068,193380,1,0
2069,14420,1,1
2070,54650,0,1
2071,333430,0,0
2072,204011,1,0
2073,190454,1,1
2074,343868,0,0
2075,125260,0,0
2076,25246,0,0
2077,79978,0,0
2078,26696,1,1
2079,297121,0,0
2080,305757,1,0
2081,286372,1,1
2082,130150,0,0
2083,152469,0,0
2084,330815,0,0
2085,265834,0,0
2086,86249,1,1
2087,254477,1,1
2088,290649,0,0
2089,108525,0,0
2090,221505,0,0
2091,156722,1,1
2092,78335,0,0
2093,90297,0,0
2094,99085,0,1
2095,37076,0,0
2096,289206,1,1
2097,315493,0,1
2098,225190,1,0
2099,330661,1,0
2100,269874,0,1
2101,212705,0,1
2102,144387,1,1
2103,213221,0,0
2104,93177,1,0
2105,53451,1,1
2106,331379,1,1
2107,354678,1,1
2108,195468,0,0
2109,192303,1,1
2110,29847,0,0
2111,131591,0,0
2112,172392,1,1
2113,245049,1,1
2114,177804,1,1
2115,108138,0,0
2116,270404,1,1
2117,242863,1,1
2118,5026,1,1
2119,355163,1,0
2120,332376,1,1
2121,13590,0,0
2122,100622,0,1
2123,316285,0,0
2124,165394,0,0
2125,190828,0,0
2126,170728,1,1
2127,327044,0,1
2128,68285,0,0
2129,50029,1,1
2130,101822,0,0
2131,88971,1,0
2132,343009,0,0
2133,235931,0,0
2134,39585,1,1
2135,17060,0,0
2136,249767,0,0
2137,95529,0,1
2138,69761,1,1
2139,14907,0,0
2140,11120,0,1
2141,227511,1,0
2142,55589,0,0
2143,68051,0,1
2144,319093,1,1
2145,224588,0,0
2146,311577,1,1
2147,303695,0,0
2148,309396,0,0
2149,262301,1,1
2150,171611,0,0
2151,64399,0,0
2152,244491,1,1
2153,131141,0,0
2154,28933,0,1
2155,129627,0,1
2156,137193,0,0
2157,183409,1,1
2158,30708,0,0
2159,135645,1,1
2160,148966,0,0
2161,296965,1,0
2162,144249,0,0
2163,150936,0,0
2164,365037,1,1
2165,233554,0,0
2166,34172,0,0
2167,289642,0,0
2168,324264,1,0
2169,312863,1,0
2170,92994,0,0
2171,177705,0,0
2172,16428,1,0
2173,77010,1,1
2174,130294,1,1
2175,282163,1,1
2176,202069,1,1
2177,62253,0,1
2178,161054,1,1
2179,290679,1,1
2180,300336,1,1
2181,197856,1,1
2182,239611,0,0
2183,204841,1,0
2184,42932,1,1
2185,44619,0,1
2186,337537,1,0
2187,74146,1,1
2188,318125,0,1
2189,12022,1,0
2190,245313,0,0
2191,73782,0,0
2192,148907,1,1
2193,172288,1,1
2194,307219,0,0
2195,155911,0,0
2196,198157,1,1
2197,310413,1,0
2198,260260,0,0
2199,201532,0,0
2200,89838,1,1
2201,285803,1,1
2202,92774,1,1
2203,184619,0,0
2204,194070,0,0
2205,188791,1,1
2206,343550,1,1
2207,335795,0,0
2208,118180,1,0
2209,227990,0,1
2210,315575,1,1
2211,57871,0,0
2212,318970,1,1
2213,133974,1,1
2214,301400,0,1
2215,207787,0,0
2216,2729,0,0
2217,338647,0,0
2218,150551,1,1
2219,46690,0,0
2220,100779,1,1
2221,38014,1,1
2222,97996,0,1
2223,79089,0,1
2224,345063,0,0
2225,213159,1,1
2226,46421,0,0
2227,42321,1,0
2228,359341,0,0
2229,307298,1,1
2230,230311,1,0
2231,185802,0,1
2232,166665,0,0
2233,125294,1,0
2234,149055,1,1
2235,11198,1,1
2236,111625,0,0
2237,335466,0,0
2238,150034,1,1
2239,105643,1,1
2240,54220,1,1
2241,183624,1,1
2242,128422,1,1
2243,187211,0,0
2244,358240,0,0
2245,157048,0,1
2246,270691,0,0
2247,33613,0,0
2248,103451,1,0
2249,59843,0,0
2250,105206,1,1
2251,293007,1,0
2252,361260,0,0
2253,334582,1,1
2254,160742,1,1
2255,364625,0,0
2256,308486,0,0
2257,335237,1,1
2258,118642,1,1
2259,255115,1,1
2260,54455,0,0
2261,233732,1,1
2262,196762,1,1
2263,32694,1,1
2264,134438,0,0
2265,43916,0,1
2266,69731,1,1
2267,45378,1,0
2268,144148,1,0
2269,20496,0,1
2270,321136,1,1
2271,361061,1,1
2272,26368,1,1
2273,79023,0,0
2274,35346,0,0
2275,1475,1,1
2276,248081,0,0
2277,216051,1,1
2278,160823,1,1
2279,210761,0,0
2280,309755,0,0
2281,75807,0,1
2282,185380,1,1
2283,291648,0,0
2284,140250,1,1
2285,338734,1,1
2286,99247,1,1
2287,15202,1,1
2288,293380,1,1
2289,298880,1,1
2290,332865,0,0
2291,61528,0,0
2292,181810,0,0
2293,242799,0,0
2294,220739,1,1
2295,14885,0,0
2296,133415,1,1
2297,342686,1,1
2298,83458,1,1
2299,230509,1,1
2300,173101,0,0
2301,176112,1,1
2302,346876,0,0
2303,331102,1,1
2304,9734,1,1
2305,231484,1,1
2306,244702,1,0
2307,7237,0,0
2308,343940,1,0
2309,164315,1,0
2310,312582,1,1
2311,297554,1,1
2312,95990,0,0
2313,284250,1,0
2314,130672,0,0
2315,35445,0,0
2316,194681,1,1
2317,296518,0,0
2318,203867,0,0
2319,206803,1,1
2320,195906,1,1
2321,137976,1,1
2322,33119,1,0
2323,331058,0,1
2324,329849,1,1
2325,142203,0,0
2326,34400,0,0
2327,251428,0,1
2328,230617,1,1
2329,126088,1,1
2330,288354,0,0
2331,244564,1,1
2332,322737,0,0
2333,11892,1,0
2334,4443,0,0
2335,63290,0,1
2336,284884,0,0
2337,65728,0,0
2338,242034,0,1
2339,242875,0,1
2340,112791,1,1
2341,190038,0,0
2342,348909,1,0
2343,72890,1,0
2344,289315,0,0
2345,47645,1,1
2346,104673,1,1
2347,121646,0,0
2348,320632,0,0
2349,212708,0,0
2350,23331,0,1
2351,273313,0,1
2352,88078,0,0
2353,53812,0,0
2354,337800,0,0
2355,305833,1,1
2356,332068,0,0
2357,55046,0,0
2358,193876,1,0
2359,295971,0,1
2360,183347,1,1
2361,254536,1,0
2362,4460,1,0
2363,61140,1,1
2364,223281,1,0
2365,41149,0,0
2366,9976,0,0
2367,185084,0,0
2368,222753,1,1
2369,249576,0,0
2370,20403,1,1
2371,289332,0,0
2372,342628,0,0
2373,146582,0,0
2374,20829,0,1
2375,225978,1,0
2376,174087,0,1
2377,35326,0,0
2378,73627,0,1
2379,361903,1,0
2380,118998,1,1
2381,305246,1,1
2382,191108,1,1
2383,102242,1,1
2384,287318,0,0
2385,17613,0,0
2386,265349,0,0
2387,126050,1,1
2388,272518,0,0
2389,220962,1,1
2390,187302,0,0
2391,101128,1,1
2392,139642,0,0
2393,40356,1,0
2394,362188,1,0
2395,134352,0,0
2396,305243,1,1
2397,329669,1,1
2398,207461,0,1
2399,8676,1,1
2400,217034,0,0
2401,144003,0,0
2402,9219,0,0
2403,308915,1,1
2404,206010,0,0
2405,93523,0,0
2406,12581,1,1
2407,261508,1,0
2408,259594,1,1
2409,274009,1,1
2410,247889,1,1
2411,198690,1,1
2412,266751,1,0
2413,100641,0,1
2414,210995,1,1
2415,340934,0,0
2416,219039,0,0
2417,283492,0,0
2418,229123,1,0
2419,210092,0,1
2420,37470,0,0
2421,198057,0,0
2422,144966,1,0
2423,348160,1,1
2424,187725,1,1
2425,372651,1,1
2426,80101,1,1
2427,246420,0,1
2428,140512,0,0
2429,197261,0,0
2430,225013,0,1
2431,275180,0,1
2432,152510,0,0
2433,290914,1,1
2434,334101,1,1
2435,180373,1,1
2436,211453,0,0
2437,39781,1,1
2438,312133,1,0
2439,257706,0,1
2440,93458,1,1
2441,155629,0,1
2442,310714,1,0
2443,154100,0,0
2444,333563,1,1
2445,74924,1,1
2446,116809,0,0
2447,76837,1,1
2448,199732,0,0
2449,86161,1,0
2450,203415,1,1
2451,73692,1,1
2452,4433,0,0
2453,326762,0,0
2454,30168,1,1
2455,140467,0,0
2456,106405,0,0
2457,137677,1,1
2458,203187,1,1
2459,27125,1,1
2460,235072,0,0
2461,353134,0,0
2462,51957,1,1
2463,49948,0,1
2464,366427,1,1
2465,81502,0,1
2466,236866,0,0
2467,98240,1,0
2468,269810,1,1
2469,285023,0,0
2470,22073,1,1
2471,296730,1,1
2472,292905,1,1
2473,84584,0,1
2474,168332,0,0
2475,155881,0,0
2476,191345,0,0
2477,248996,1,1
2478,122258,1,1
2479,226674,1,1
2480,134139,1,1
2481,146433,0,0
2482,316356,1,1
2483,284756,0,1
2484,278822,1,0
2485,111032,1,1
2486,64926,1,1
2487,271415,0,0
2488,316148,1,1
2489,291990,1,1
2490,22182,1,1
2491,17858,1,1
2492,227089,0,0
2493,226156,0,0
2494,272549,0,0
2495,199506,0,0
2496,326181,1,1
2497,299188,0,0
2498,276644,1,1
2499,218354,0,0
2500,111719,0,1
2501,276842,0,0
2502,111037,0,1
2503,133260,0,1
2504,108912,1,1
2505,44748,1,0
2506,241614,0,0
2507,86152,1,1
2508,14877,1,1
2509,55430,0,0
2510,124664,1,1
2511,235873,0,0
2512,18387,0,0
2513,264115,0,0
2514,357256,0,1
2515,271359,0,0
2516,299934,1,1
2517,3130,1,1
2518,99271,1,1
2519,339890,1,0
2520,61686,1,1
2521,265345,1,1
2522,323262,1,1
2523,331650,0,1
2524,310313,0,1
2525,51851,1,1
2526,221232,1,1
2527,264645,1,1
2528,115233,0,0
2529,67270,0,0
2530,337306,1,0
2531,101772,1,1
2532,117032,1,0
2533,164546,0,1
2534,334584,0,1
2535,260272,1,1
2536,294350,0,0
2537,197572,1,1
2538,100049,1,0
2539,241930,0,0
2540,287442,1,0
2541,181196,1,1
2542,90544,1,1
2543,326927,0,1
2544,76197,1,1
2545,245961,0,0
2546,334211,1,1
2547,25637,0,0
2548,122691,1,1
2549,77951,0,0
2550,55349,1,1
2551,86078,1,1
2552,201381,1,1
2553,177211,1,0
2554,218938,1,0
2555,164345,1,1
2556,67587,0,0
2557,90603,0,0
2558,171451,1,1
2559,57204,1,1
2560,170179,1,1
2561,102671,1,1
2562,44944,0,1
2563,59317,1,1
2564,228449,1,1
2565,342642,1,1
2566,173834,1,0
2567,94558,0,0
2568,73992,1,1
2569,91421,0,0
2570,266672,1,1
2571,164002,0,1
2572,231806,0,0
2573,169925,0,0
2574,110269,1,1
2575,251753,1,1
2576,273574,0,0
2577,347686,0,0
2578,106432,1,1
2579,79450,1,1
2580,136834,1,1
2581,244404,1,1
2582,180316,1,1
2583,92601,1,1
2584,358319,0,1
2585,83382,1,0
2586,324345,0,0
2587,58466,0,0
2588,81890,0,1
2589,70880,0,0
2590,370565,0,0
2591,112704,1,1
2592,142262,0,1
2593,45694,0,0
2594,45899,1,0
2595,342074,0,0
2596,301206,1,1
2597,174078,0,0
2598,285869,1,0
2599,122496,0,0
2600,108850,0,0
2601,138943,0,0
2602,192152,1,1
2603,60371,1,1
2604,115019,0,0
2605,120804,0,0
2606,250071,1,1
2607,265232,0,0
2608,122532,0,1
2609,140108,0,0
2610,180506,0,0
2611,365083,1,1
2612,346495,0,0
2613,58537,1,1
2614,12064,1,1
2615,256593,0,1
2616,299989,1,1
2617,279095,1,0
2618,109005,0,0
2619,351359,0,1
2620,243912,1,0
2621,96916,0,0
2622,102633,0,0
2623,80720,1,1
2624,140634,0,1
2625,355286,1,1
2626,308220,0,0
2627,83403,0,0
2628,77199,0,1
2629,255595,1,1
2630,266889,1,1
2631,27374,1,1
2632,307700,1,1
2633,79155,1,1
2634,70576,0,0
2635,866,1,0
2636,99824,0,0
2637,302380,0,0
2638,186397,0,0
2639,368633,1,1
2640,79294,1,1
2641,97821,1,1
2642,186024,0,0
2643,314576,1,1
2644,65549,0,1
2645,161064,1,1
2646,329185,0,0
2647,117364,0,0
2648,310793,1,1
2649,256877,0,0
2650,1791,0,1
2651,25551,1,1
2652,313576,0,0
2653,278763,1,1
2654,234264,1,1
2655,90723,1,1
2656,203473,1,1
2657,33662,0,0
2658,352629,0,0
2659,237665,0,1
2660,11113,1,0
2661,278258,1,1
2662,41414,1,1
2663,46684,0,0
2664,211449,1,1
2665,103204,1,1
2666,250713,1,1
2667,163351,0,0
2668,65910,1,1
2669,32758,0,0
2670,97904,0,0
2671,303778,1,1
2672,251828,0,0
2673,73851,1,1
2674,322960,0,1
2675,85575,0,0
2676,251126,0,0
2677,119275,1,1
2678,299588,0,0
2679,327587,0,0
2680,18177,0,0
2681,198755,0,0
2682,139851,1,0
2683,241993,1,1
2684,90111,1,0
2685,293372,0,0
2686,38964,0,0
2687,341320,0,0
2688,239001,1,1
2689,250655,0,0
2690,310469,1,1
2691,302959,0,0
2692,34347,0,1
2693,99483,1,1
2694,28126,1,1
2695,108821,0,0
2696,308313,0,0
2697,1703,1,0
2698,310357,0,1
2699,192811,0,0
2700,255814,0,1
2701,39342,0,0
2702,117559,1,1
2703,11781,0,0
2704,93969,1,1
2705,133499,0,0
2706,109759,1,0
2707,179221,0,1
2708,50972,0,0
2709,190359,0,0
2710,353645,1,1
2711,168084,0,1
2712,222070,0,0
2713,253671,1,1
2714,183996,0,0
2715,64737,1,1
2716,354076,0,0
2717,333006,0,1
2718,335794,1,1
2719,255157,0,0
2720,269670,0,0
2721,1457,0,0
2722,99161,0,0
2723,121293,0,0
2724,150760,0,0
2725,146652,1,1
2726,135546,0,0
2727,206833,0,0
2728,283580,1,1
2729,94262,1,0
2730,165462,0,0
2731,121289,1,1
2732,19247,0,1
2733,219477,0,1
2734,44674,1,1
2735,345803,0,0
2736,248925,1,1
2737,81311,1,1
2738,135160,0,0
2739,49817,1,1
2740,118265,1,1
2741,174641,0,1
2742,44732,1,1
2743,227007,0,0
2744,321545,0,1
2745,249526,1,1
2746,220574,1,0
2747,206750,0,0
2748,103940,0,0
2749,270795,1,1
2750,77398,0,0
2751,275353,1,1
2752,289341,1,0
2753,199084,1,1
2754,207132,0,1
2755,208894,1,1
2756,41186,1,0
2757,259958,0,1
2758,281668,1,1
2759,102488,1,1
2760,201669,1,1
2761,266096,1,0
2762,357180,0,0
2763,309354,1,0
2764,327761,1,1
2765,142527,0,0
2766,29145,1,1
2767,72305,1,1
2768,221686,0,1
2769,184307,1,1
2770,307146,1,1
2771,366567,1,1
2772,27149,1,1
2773,8962,0,0
2774,274602,0,1
2775,11496,0,0
2776,148939,1,1
2777,197842,0,0
2778,55887,0,0
2779,210570,1,1
2780,38654,0,1
2781,283262,1,1
2782,84823,1,1
2783,301678,1,1
2784,100826,1,0
2785,37491,1,1
2786,251218,1,0
2787,266732,0,0
2788,80620,1,1
2789,255478,1,0
2790,226880,1,1
2791,29161,1,1
2792,289159,0,0
2793,132817,1,1
2794,367152,1,0
2795,138004,0,1
2796,188628,1,1
2797,319881,1,1
2798,317329,0,0
2799,177563,0,1
2800,255813,0,0
2801,10390,1,1
2802,186474,0,0
2803,238369,0,0
2804,67214,0,0
2805,350145,1,1
2806,176278,0,0
2807,168092,0,0
2808,260656,1,0
2809,18963,1,1
2810,24350,1,1
2811,4472,1,1
2812,345870,0,0
2813,331483,0,0
2814,366117,1,0
2815,364455,0,1
2816,239909,1,1
2817,319975,0,0
2818,219594,1,1
2819,80205,0,0
2820,217417,0,0
2821,315826,1,1
2822,300207,1,1
2823,62492,0,0
2824,88667,0,0
2825,90543,1,0
2826,368096,0,1
2827,312780,1,0
2828,158391,1,1
2829,289460,0,0
2830,85544,1,1
2831,254664,0,1
2832,84515,0,0
2833,88359,1,0
2834,360481,1,1
2835,125638,1,1
2836,291150,0,0
2837,241682,0,1
2838,175980,1,1
2839,370289,0,0
2840,159557,1,1
2841,79039,0,0
2842,353329,0,0
2843,329115,1,1
2844,327700,0,0
2845,288523,1,1
2846,59167,0,0
2847,341786,1,1
2848,216740,1,1
2849,163515,1,1
2850,309339,1,0
2851,118783,0,1
2852,145332,1,1
2853,225627,0,1
2854,25833,0,1
2855,340590,0,0
2856,97607,1,1
2857,46521,1,1
2858,213484,0,1
2859,198715,1,1
2860,239101,0,0
2861,164031,0,1
2862,213848,0,0
2863,125665,0,0
2864,113524,0,0
2865,304249,0,0
2866,212135,0,0
2867,257135,0,0
2868,90376,0,0
2869,201891,0,0
2870,199199,1,1
2871,278090,1,0
2872,124076,0,0
2873,74807,1,1
2874,150309,1,1
2875,74145,0,0
2876,240226,1,1
2877,191498,1,1
2878,4194,0,0
2879,337348,0,0
2880,145428,1,1
2881,212294,1,0
2882,146302,0,1
2883,199385,1,1
2884,192113,0,1
2885,65903,0,0
2886,143580,0,0
2887,317861,0,1
2888,90679,0,0
2889,4803,0,0
2890,98434,0,0
2891,197622,1,1
2892,271654,0,1
2893,213440,1,1
2894,45148,1,1
