entry_id,age,monthly_income,years_employed,current_address_year,amount_requested,risk_score,inquiries_last_month,pay_schedule,home_owner,has_debt,personal_account_months,avg_risk_score,avg_ext_quality_score,e_signed
1435755,36,1600,6,7,550,47950,4,bi-weekly,0,1,49,0.7491031777499999,0.593435,1
5851824,60,2868,1,2,700,62850,6,bi-weekly,0,1,40,0.655813728,0.699449,0
8751521,42,2540,3,7,900,71200,7,bi-weekly,0,1,38,0.6063810660000001,0.517902,0
5678480,42,3015,0,4,600,74550,6,bi-weekly,0,1,42,0.719806562,0.751167,1
3387819,44,2720,4,3,600,55500,5,bi-weekly,1,1,27,0.6328986467500001,0.569153,0
7735290,31,2105,7,5,500,56250,6,weekly,1,0,37,0.678243198,0.6842840000000001,1
9149272,42,6105,0,1,1400,77850,4,semi-monthly,0,1,29,0.8588946647500001,0.582989,0
4528178,37,3230,7,10,1700,72200,7,semi-monthly,1,0,50,0.6373885385,0.60341,1
3369726,53,6065,3,2,2100,81750,8,weekly,1,1,42,0.7763796775,0.709232,1
1241952,50,2090,2,2,400,43600,14,bi-weekly,1,0,25,0.65328125075,0.648811,0
5999265,30,3610,3,1,1100,67200,9,bi-weekly,0,1,50,0.71038855375,0.501286,0
6108438,46,5295,4,0,1100,54450,6,weekly,1,1,27,0.81102423525,0.7287250000000001,1
6119067,43,3120,2,1,901,41900,17,monthly,0,0,26,0.546880773,0.516707,1
7799619,57,3525,4,2,900,73900,3,bi-weekly,0,1,62,0.791206495,0.759863,0
7376779,35,1832,0,0,700,70000,5,weekly,0,0,85,0.8271559190000001,0.714532,0
5334330,36,4613,2,2,400,61200,7,weekly,0,1,27,0.8731559284999999,0.8582000000000001,0
1180061,21,2235,1,3,400,50850,7,semi-monthly,1,1,40,0.70042343875,0.6536310000000001,0
7390643,40,5110,6,5,900,61400,9,bi-weekly,1,1,42,0.72929475825,0.770788,0
5513943,47,2235,0,5,400,49550,7,bi-weekly,1,1,55,0.60584791225,0.511263,1
9286350,37,7170,6,5,1400,87900,6,weekly,1,1,86,0.7724709482500001,0.617428,1
4699725,51,2080,3,3,500,50550,5,bi-weekly,0,1,62,0.67660596075,0.6735120000000001,0
5323021,42,1975,2,2,800,70800,4,bi-weekly,1,1,39,0.7503769435000001,0.6526430000000001,1
8403179,26,2265,3,4,700,51450,3,semi-monthly,1,1,43,0.74414619,0.584861,0
7992907,31,2215,2,3,1200,34100,7,weekly,0,1,37,0.763302819,0.48095600000000005,0
5661596,67,3615,9,10,1100,87300,6,semi-monthly,1,0,26,0.66938224525,0.678809,0
8238642,65,3095,1,2,1100,73550,6,bi-weekly,1,0,50,0.8320025225000001,0.680552,0
5214034,49,2000,7,5,700,69950,3,bi-weekly,1,1,98,0.7525133015,0.787705,1
6368617,46,2535,2,5,550,38700,12,bi-weekly,0,1,86,0.7666648924999999,0.66065,1
2519899,34,4150,0,1,700,52200,5,bi-weekly,0,1,50,0.6250793377499999,0.4733020000000001,1
6368477,40,2090,1,2,700,60050,5,bi-weekly,1,1,28,0.82440001325,0.662935,0
2721037,30,2645,2,10,800,66350,4,bi-weekly,0,1,38,0.66567149775,0.5694189999999999,0
2345377,58,2725,5,9,500,51500,10,bi-weekly,1,1,0,0.6557413207499999,0.6467750000000001,1
6105783,58,3075,2,9,400,30650,19,semi-monthly,1,1,42,0.6164263215,0.623173,0
6280167,25,2268,1,3,800,85550,5,weekly,0,1,30,0.7161172175,0.45757,1
7339567,32,3030,5,2,600,39550,13,bi-weekly,0,0,21,0.63792239975,0.6749879999999999,0
2480727,25,6821,2,0,800,51250,5,semi-monthly,1,1,26,0.74087455725,0.7959930000000001,1
2872535,59,5200,2,3,900,68300,2,bi-weekly,0,1,40,0.84471703675,0.5725979999999999,1
5861642,38,3270,1,2,500,62800,6,weekly,1,1,30,0.7234073805,0.551737,1
4536884,32,2545,2,3,550,38700,6,monthly,1,1,99,0.6187339675,0.512234,1
3957348,39,3080,4,2,700,60700,5,bi-weekly,1,1,41,0.58307476575,0.42231300000000005,0
8539746,63,4453,2,3,800,47250,4,weekly,1,0,26,0.698017724,0.813537,1
5530644,33,3525,10,3,700,53350,7,monthly,0,1,26,0.751084209,0.7228680000000001,0
5943133,41,2265,1,2,1200,84450,5,weekly,1,1,28,0.784607014,0.59447,0
7208611,29,3795,2,5,800,74750,3,bi-weekly,1,1,50,0.7013785367500001,0.41794200000000004,1
6701269,21,1890,8,7,700,50700,3,bi-weekly,0,1,28,0.82581499475,0.6781820000000001,1
2097093,34,2580,1,1,600,38900,23,weekly,0,1,25,0.6804911705000001,0.238237,0
5514360,42,7628,6,6,900,57750,7,bi-weekly,1,1,27,0.85129582375,0.798254,0
3049754,50,6055,2,3,1100,66850,5,monthly,1,1,52,0.540302959,0.5960479999999999,1
6431798,58,3705,5,1,700,89500,2,monthly,0,1,43,0.6766030814999999,0.653216,0
7962009,29,2770,3,5,900,86150,4,bi-weekly,0,0,74,0.6829863395000001,0.481425,0
8528266,63,3917,5,8,800,53350,8,bi-weekly,0,1,74,0.6691963875000001,0.46802600000000005,1
4561216,39,2275,2,0,700,51800,4,bi-weekly,0,1,50,0.673088539,0.749627,1
6996875,55,5948,6,8,600,48450,5,bi-weekly,0,1,100,0.47552793525,0.547944,0
8519683,21,3500,3,2,600,77400,3,bi-weekly,0,0,62,0.7945013585,0.6414569999999999,0
4166820,35,3550,5,3,900,51400,12,bi-weekly,1,1,62,0.8297470712499999,0.7684340000000001,0
9951185,34,6290,2,1,700,68300,2,bi-weekly,0,1,62,0.66929092175,0.47205299999999994,0
6741593,46,6640,6,5,400,31550,10,bi-weekly,1,1,14,0.72541989775,0.716121,0
3685139,28,5170,6,10,600,58450,10,bi-weekly,1,1,140,0.67737642675,0.688634,0
2211040,19,2525,2,3,900,63250,7,bi-weekly,0,1,39,0.8025108882499999,0.693972,1
8540827,43,6035,3,3,500,80850,5,weekly,0,1,38,0.73735324275,0.638034,1
2240186,66,3961,6,6,700,49800,7,weekly,0,1,86,0.7725393770000001,0.820838,0
5027825,49,1730,3,5,450,64250,5,bi-weekly,0,1,97,0.7013073160000001,0.5563899999999999,1
3198083,73,3675,4,5,700,81800,4,monthly,1,1,29,0.74601428725,0.6012379999999999,1
3633126,33,2500,2,5,1000,84300,6,bi-weekly,0,1,91,0.78880253275,0.711025,0
4951760,27,2100,2,0,400,42400,12,weekly,0,1,26,0.7765149865,0.6322209999999999,1
9636477,41,4225,5,1,900,64350,2,bi-weekly,0,0,74,0.707303818,0.56052,1
2699352,43,3180,1,8,900,68650,3,bi-weekly,1,1,43,0.78107068275,0.685433,0
9766596,53,5080,6,7,700,47950,5,bi-weekly,0,1,86,0.79907063375,0.693412,1
8851916,32,2535,4,3,800,66800,3,bi-weekly,0,1,28,0.62294861675,0.814538,0
6911571,58,5245,3,3,800,64350,4,bi-weekly,1,1,30,0.7134961380000001,0.576228,0
4509004,37,1735,3,1,400,33500,8,bi-weekly,0,1,62,0.7159703177499999,0.510778,1
5687658,41,2240,4,2,500,58250,8,weekly,0,1,49,0.7594183922500001,0.423415,0
2613932,80,5825,3,3,1900,91500,8,semi-monthly,1,1,39,0.63377189175,0.067339,1
6919431,51,3350,3,1,1100,72650,2,bi-weekly,0,0,28,0.743341979,0.613092,1
2431301,60,3020,1,0,600,49800,10,bi-weekly,1,0,38,0.678988072,0.524158,0
3428969,59,4015,3,2,400,72400,5,semi-monthly,1,1,49,0.6782494825000001,0.573962,1
4542897,72,2838,3,2,2700,80200,2,weekly,0,1,29,0.82165187325,0.596478,1
6021136,58,2670,5,3,800,61050,6,bi-weekly,0,1,49,0.7426833602499999,0.6061430000000001,1
6373043,28,5060,2,0,450,38250,5,semi-monthly,0,1,146,0.7370207422500001,0.313998,1
1706888,51,1630,2,3,900,66900,4,monthly,1,0,50,0.8109658375,0.717491,1
1679722,68,3580,7,7,800,48500,3,bi-weekly,1,1,98,0.59855318225,0.7339709999999999,1
1713229,41,5260,3,3,3100,69500,19,weekly,1,1,38,0.75951935925,0.770468,1
8202191,61,5240,6,3,900,40050,12,bi-weekly,0,1,73,0.7184539685,0.523273,0
6553985,24,2377,1,2,600,32750,10,bi-weekly,0,0,62,0.58801265225,0.6301319999999999,1
4729522,54,2680,2,1,750,87550,3,bi-weekly,1,1,28,0.7705918782500001,0.7654259999999999,1
9420684,49,1640,2,5,1100,39300,8,bi-weekly,0,1,43,0.71249515975,0.333569,0
1979180,37,1860,0,1,800,74600,6,bi-weekly,1,1,41,0.755691257,0.5677909999999999,0
1429479,46,6010,3,1,1400,80850,11,semi-monthly,0,0,67,0.764131339,0.553786,1
4573501,23,2760,2,0,900,53700,4,bi-weekly,0,1,50,0.6359438237499999,0.405792,1
5539424,26,3805,6,3,800,90150,6,bi-weekly,0,1,86,0.71994954925,0.6304399999999999,0
4733339,33,5175,2,0,1100,66650,6,semi-monthly,0,1,28,0.7202986435000001,0.7870429999999999,1
3817710,38,6705,2,1,500,49450,6,semi-monthly,1,1,28,0.57754569775,0.21627000000000002,0
1174353,33,4150,6,7,1100,76800,4,weekly,0,1,68,0.820715367,0.65292,0
7735916,48,1810,1,0,500,57300,2,bi-weekly,0,1,42,0.6809349284999999,0.740789,1
4098305,49,5100,3,7,750,81100,5,semi-monthly,0,0,37,0.76216981225,0.815175,1
1932288,50,7125,0,2,1300,81750,3,bi-weekly,1,1,28,0.81498668075,0.761185,1
9986480,66,3745,3,3,1100,62850,12,bi-weekly,0,1,29,0.6989878847500001,0.5629869999999999,0
6198882,51,2075,4,4,600,57650,4,monthly,1,0,50,0.567930009,0.457114,0
1182781,25,3251,6,4,500,57050,6,weekly,1,1,86,0.812415021,0.8050729999999999,0
3888167,43,5265,5,3,400,48150,9,bi-weekly,0,1,26,0.6099366575,0.421608,0
4757460,39,1625,4,9,900,53500,8,weekly,1,0,38,0.7698209427499999,0.472992,1
5558855,35,5230,3,2,400,31150,3,bi-weekly,0,1,30,0.6429625372500001,0.453487,0
6668576,42,1770,4,3,600,56050,2,weekly,0,1,42,0.785012281,0.753598,1
7859367,36,3740,4,3,1000,46350,4,bi-weekly,0,0,38,0.68486833425,0.600809,0
6904837,36,6160,0,1,1200,64150,9,semi-monthly,0,1,43,0.82285073275,0.6015729999999999,0
7407774,23,2585,1,3,800,52850,8,bi-weekly,0,1,31,0.6394423867500001,0.44635100000000005,1
4221807,62,3155,6,11,1200,74550,2,semi-monthly,0,1,32,0.6667405625,0.5432020000000001,1
4938165,43,4760,2,7,800,51900,6,bi-weekly,0,1,26,0.83134618825,0.5555209999999999,1
5148979,37,3225,7,9,600,61750,6,bi-weekly,1,1,43,0.59045975425,0.476958,0
4737690,29,2560,1,2,600,67450,7,bi-weekly,1,1,50,0.710012824,0.612735,1
7172789,55,3220,2,1,1100,69400,3,bi-weekly,1,1,40,0.75083085625,0.516757,1
5452273,37,3360,5,6,800,71000,7,weekly,1,0,37,0.7711029082499999,0.6084189999999999,1
5409673,38,2545,3,4,550,39900,4,weekly,0,1,14,0.729879807,0.724602,1
8406151,34,5250,4,7,900,72750,9,weekly,0,1,55,0.7028850329999999,0.694449,1
3510118,38,4255,4,2,800,56800,6,bi-weekly,0,1,39,0.7785180979999999,0.672755,1
3659612,33,3155,1,1,800,56100,17,semi-monthly,0,0,37,0.5446207537500001,0.6753709999999999,0
7460729,45,2710,2,1,400,39000,6,bi-weekly,1,1,35,0.7101299505,0.6231329999999999,0
9126419,54,2140,3,2,1200,85500,6,bi-weekly,0,1,38,0.8259812932499999,0.7526950000000001,0
2543010,39,6050,6,2,700,67350,4,bi-weekly,0,1,55,0.72439581925,0.604943,0
9180505,57,3510,9,9,1200,78700,7,monthly,1,1,51,0.7440727375,0.810507,0
4750406,40,2110,2,1,900,64200,7,weekly,0,1,39,0.7512834942500001,0.618503,1
8795793,58,3055,1,10,800,56650,9,bi-weekly,1,1,43,0.6662806179999999,0.7087669999999999,1
6161387,28,3240,2,2,550,41600,4,weekly,1,0,50,0.83568585675,0.666756,1
9330611,43,3270,2,2,700,77850,9,bi-weekly,1,0,38,0.74239600325,0.804393,0
2557883,39,5295,3,5,700,46200,13,bi-weekly,0,1,29,0.65161471775,0.565297,0
6081782,42,5034,1,3,900,94950,2,bi-weekly,1,0,26,0.7044100485,0.513493,0
9319447,40,3795,5,8,400,33500,6,bi-weekly,1,1,37,0.66952428125,0.665617,1
5401915,72,3165,5,6,800,45650,2,monthly,0,1,29,0.655272165,0.386342,0
4848019,68,4020,3,3,400,82900,5,bi-weekly,1,1,37,0.881618893,0.635699,0
4869626,30,3130,1,0,700,52300,5,bi-weekly,0,1,38,0.6843292304999999,0.433525,1
8539076,47,3545,2,2,350,60000,4,bi-weekly,1,1,26,0.7938056565,0.542714,1
3851215,42,5835,2,5,950,66550,7,semi-monthly,1,1,86,0.552895027,0.321404,1
9307282,37,5990,5,1,2900,71700,4,bi-weekly,0,1,13,0.5984414602499999,0.5976020000000001,0
6111295,35,2425,3,2,1200,59500,6,bi-weekly,0,1,52,0.76345319,0.538636,0
1377693,31,2775,3,2,1200,72500,2,bi-weekly,0,1,26,0.77997621175,0.621966,1
1559668,25,3045,1,3,400,52500,3,bi-weekly,1,1,42,0.704246674,0.6823699999999999,0
5167085,55,6620,2,1,600,39400,5,bi-weekly,0,0,50,0.8182640832499999,0.646849,0
8046483,34,4047,9,0,500,31700,10,bi-weekly,0,1,74,0.715951613,0.665238,1
8982838,68,3145,4,3,400,55500,9,monthly,0,1,50,0.67016760325,0.803429,0
2752564,43,3010,1,1,600,54350,16,bi-weekly,1,0,17,0.6875415202499999,0.532003,1
1270023,41,5290,0,7,400,46050,3,bi-weekly,1,1,30,0.65892327675,0.59385,0
3553587,31,3600,1,0,700,66250,10,bi-weekly,0,1,86,0.7242829725,0.539718,0
5548207,25,3405,9,1,700,64150,2,weekly,0,0,121,0.76570309475,0.813341,1
2138456,48,5025,1,0,2400,71550,4,weekly,0,1,28,0.7824678555,0.566026,1
8289215,50,6620,3,3,1700,78000,5,bi-weekly,0,1,40,0.735138261,0.701328,1
6334493,51,5050,5,10,700,67300,3,semi-monthly,0,1,38,0.6252123535,0.566279,1
6695388,41,2535,1,9,500,59350,5,bi-weekly,1,0,42,0.6811719527499999,0.6064720000000001,1
2715359,31,2825,3,3,1150,51450,9,bi-weekly,0,1,39,0.75545493075,0.6863159999999999,1
2135632,27,3235,2,2,1400,89700,4,weekly,1,1,41,0.787671276,0.8330069999999999,0
7786438,38,1675,4,3,1100,43200,7,bi-weekly,0,1,30,0.7435236545,0.598629,0
5474804,55,3020,1,5,600,68450,10,monthly,1,0,55,0.8052449822500001,0.871902,1
4051303,26,4330,0,1,700,71800,2,bi-weekly,0,1,29,0.6939313555000001,0.6784749999999999,1
9055772,34,3605,5,2,700,58200,3,bi-weekly,0,1,99,0.62852428125,0.671237,1
3387831,56,2770,3,8,500,57150,5,bi-weekly,0,1,16,0.6617746190000001,0.580005,1
7554230,39,5280,1,0,400,52150,5,bi-weekly,0,1,42,0.7798054605,0.829653,1
4112485,30,2975,3,3,500,59050,4,bi-weekly,0,0,38,0.80390499525,0.625691,1
7581933,27,3100,3,2,600,65400,4,semi-monthly,0,1,49,0.70633102125,0.6209340000000001,1
1889641,23,5235,0,1,700,52950,4,bi-weekly,1,1,42,0.77608659675,0.7061470000000001,1
9476138,47,2590,5,3,1100,62000,8,monthly,1,1,43,0.7820421785,0.76702,1
9460976,39,2345,1,1,600,39750,9,semi-monthly,0,1,39,0.7328637579999999,0.481836,0
6979313,62,4590,7,3,600,53900,6,bi-weekly,0,1,19,0.6778371999999999,0.592539,1
2348019,52,3095,4,5,1900,54750,8,bi-weekly,1,0,38,0.76496603125,0.6117029999999999,0
6623850,65,5210,1,0,400,80600,6,bi-weekly,1,0,50,0.664799656,0.6252,0
2049400,43,2645,9,8,600,80600,2,weekly,0,1,25,0.7486483190000001,0.693192,1
1606388,30,3140,0,4,1100,76550,4,bi-weekly,0,1,40,0.6886383534999999,0.655351,0
7584705,33,2210,1,2,500,46550,8,semi-monthly,1,1,40,0.719365893,0.739531,1
8608436,50,2555,5,4,700,85350,2,bi-weekly,1,1,27,0.73392403725,0.664565,0
6830632,40,3110,2,2,2500,71250,6,bi-weekly,1,1,0,0.760982801,0.528413,1
1987118,60,6630,6,10,1200,78350,3,bi-weekly,1,0,43,0.80939158375,0.8954479999999999,1
3445390,53,3915,6,9,900,43750,2,weekly,1,1,54,0.6908520552499999,0.692178,1
5687316,29,1380,3,1,400,56650,11,bi-weekly,0,1,41,0.78551919875,0.796709,1
3342022,37,3520,4,3,700,54200,2,monthly,1,0,91,0.6946709667500001,0.735579,0
7821250,54,1600,4,8,600,49450,5,bi-weekly,1,0,28,0.55152002,0.505308,0
2146506,41,6055,3,3,1900,95250,5,bi-weekly,1,1,50,0.6772745692500001,0.25358,1
7801004,59,8035,8,10,600,75600,5,semi-monthly,1,0,49,0.76675775875,0.682571,0
4641317,40,3255,8,2,450,36750,4,weekly,1,0,64,0.736131744,0.703365,1
7999527,51,2120,3,1,500,63300,5,bi-weekly,1,1,50,0.71202667925,0.597601,0
3844024,41,6645,6,7,600,63100,5,weekly,1,1,51,0.80978418925,0.65701,0
8719723,44,5250,1,2,700,67500,4,bi-weekly,0,1,29,0.71403601825,0.5151939999999999,1
3964565,19,3010,2,1,700,48250,7,bi-weekly,0,1,28,0.6133585065,0.555697,1
2842718,55,7065,3,2,3200,72450,6,bi-weekly,0,1,49,0.7565403647500001,0.6308720000000001,1
2498607,61,2310,5,4,800,59750,6,bi-weekly,0,1,27,0.750421486,0.620249,1
8339497,59,3010,5,6,700,34400,9,bi-weekly,0,1,37,0.6318833584999999,0.616716,0
9638577,38,3260,0,0,400,58450,7,weekly,0,1,38,0.77226567775,0.699549,1
9990175,45,4010,6,9,600,50650,12,weekly,1,1,54,0.70883867225,0.821334,0
1876216,29,5260,5,1,800,75000,7,bi-weekly,1,1,29,0.7033573135,0.625286,1
1609300,43,5295,5,4,1000,43700,21,bi-weekly,1,1,55,0.7216111002500001,0.521668,1
7955633,31,5220,7,5,1100,62200,5,bi-weekly,1,1,85,0.7362730865,0.589378,0
9127934,43,3225,1,2,800,63400,6,bi-weekly,0,1,54,0.73131684875,0.7300409999999999,1
3971890,68,3010,3,4,700,57300,11,monthly,0,1,86,0.7245745085,0.626638,1
8255720,47,5266,1,1,700,88000,3,bi-weekly,1,1,1,0.77550377275,0.696235,1
4648395,25,1705,2,3,600,67750,4,weekly,0,1,13,0.7932777419999999,0.611583,1
3866237,50,5155,5,7,1000,46750,12,monthly,0,0,25,0.6139553175,0.874822,1
7274627,41,2820,8,9,2400,72900,7,monthly,0,0,121,0.68651117225,0.767889,1
4642437,35,2650,5,5,600,59950,5,bi-weekly,1,1,50,0.7424573182499999,0.753498,1
6709965,43,1630,3,1,450,44550,3,weekly,0,1,55,0.81403983675,0.670623,1
4419380,70,3095,2,1,1200,60600,8,bi-weekly,1,0,50,0.819506921,0.8378829999999999,0
6539254,55,4080,2,3,2100,79100,7,bi-weekly,0,1,38,0.8182832872499999,0.652755,1
8133398,40,6755,4,9,800,62450,7,bi-weekly,0,1,54,0.624754698,0.62363,0
5325013,38,2240,1,2,1100,66500,5,bi-weekly,0,1,26,0.6778936449999999,0.498961,1
4395992,35,7042,2,1,800,91950,6,weekly,1,1,29,0.7523295237500001,0.750257,1
1484207,58,3075,6,4,800,75800,6,bi-weekly,1,1,74,0.6474797385000001,0.464763,1
5273544,41,2550,4,4,600,72450,4,semi-monthly,0,1,62,0.74128103375,0.696724,0
9872019,56,9354,10,5,700,48500,4,bi-weekly,0,1,15,0.6126468105,0.569532,0
9174734,61,2995,3,1,1000,48400,8,bi-weekly,0,1,164,0.7365397377499999,0.702702,1
1458498,33,3755,5,5,450,30350,13,weekly,0,1,38,0.681032711,0.503071,1
6381076,35,3130,4,5,700,48900,8,bi-weekly,0,0,61,0.7068630065,0.587097,1
6521033,40,5050,4,5,600,44250,3,monthly,1,0,38,0.6341002440000001,0.545192,0
8659167,33,5895,4,3,450,43050,10,bi-weekly,0,1,40,0.5564424555,0.3423719999999999,1
7176306,57,1685,3,10,1100,71750,8,weekly,1,1,28,0.78060689225,0.663065,0
7987284,45,3515,9,8,850,49100,7,weekly,0,1,49,0.7677138774999999,0.563742,0
7960579,38,2500,5,6,600,41000,8,bi-weekly,0,1,75,0.7998667335,0.758113,1
8786069,52,1515,0,1,600,72350,6,monthly,0,1,43,0.6447993780000001,0.457117,1
5015970,50,3115,4,4,900,47400,12,bi-weekly,0,1,50,0.61299657975,0.523081,0
3602524,46,1945,1,1,600,49950,4,semi-monthly,0,0,15,0.65420783425,0.696515,0
2971393,34,3545,3,2,700,75850,4,bi-weekly,0,1,49,0.6455748849999999,0.773123,1
2634068,35,3090,0,3,700,85350,7,bi-weekly,0,1,26,0.7437480345,0.826084,0
9526740,23,2225,2,1,1200,63450,5,bi-weekly,0,1,50,0.68620485625,0.604562,0
9080203,35,2580,6,4,500,52300,8,bi-weekly,0,1,42,0.71247381075,0.738475,0
4379912,30,2565,1,4,400,58650,3,bi-weekly,1,1,86,0.5648005030000001,0.751637,1
8890830,43,4105,2,8,700,48900,9,bi-weekly,1,0,50,0.7436320057499999,0.842084,0
4884553,55,3415,5,3,900,38300,6,weekly,0,0,78,0.7273299504999999,0.584429,0
5301985,47,3805,1,0,400,39300,8,bi-weekly,0,1,38,0.73854532675,0.667913,0
9645818,30,4795,1,1,800,59900,6,bi-weekly,1,0,38,0.6690114225000001,0.6273610000000001,0
1547205,30,3200,3,4,600,64900,6,bi-weekly,1,1,27,0.7041901815,0.587729,0
3332297,39,2520,2,10,1350,78350,2,bi-weekly,1,0,26,0.79063637375,0.750807,1
8946659,38,3520,7,3,800,94200,4,bi-weekly,1,1,25,0.781520979,0.583798,0
3123954,54,3260,5,4,1450,72200,6,semi-monthly,1,1,74,0.7946474145,0.637412,1
6801342,31,3025,1,0,700,70200,5,bi-weekly,1,1,28,0.6436735772500001,0.654868,1
7848967,24,1725,0,1,700,33950,5,bi-weekly,1,1,20,0.7676034695,0.7783640000000001,0
2452008,48,8030,6,10,900,93650,6,weekly,1,1,55,0.6604816412500001,0.452798,0
3368645,34,6205,2,2,700,58100,8,bi-weekly,1,0,56,0.5510518755,0.746948,0
9933629,40,5140,4,5,900,62550,4,bi-weekly,0,1,40,0.7006836787499999,0.579461,0
6430387,36,3725,4,4,800,47100,6,bi-weekly,0,1,66,0.7603414477499999,0.6793629999999999,1
2808125,54,4995,5,3,600,46650,9,weekly,0,1,33,0.7230011172499999,0.572397,0
2620634,40,3720,5,4,500,57900,2,weekly,0,1,89,0.7201700679999999,0.5742430000000001,1
9498274,40,3045,3,4,600,64800,6,bi-weekly,0,1,30,0.7309197957499999,0.718262,1
4554215,48,2600,7,6,800,54000,8,bi-weekly,1,0,85,0.7145965457500001,0.518733,1
8892953,46,3285,3,4,3000,74750,5,weekly,0,1,74,0.8282253017500001,0.616868,1
5624552,31,1745,1,0,700,33450,12,semi-monthly,0,1,29,0.74446722825,0.727374,1
4661179,62,2345,2,4,500,41100,3,bi-weekly,0,1,50,0.6253355030000001,0.599785,1
2152760,38,2890,6,3,1200,53000,6,bi-weekly,0,1,78,0.6773995859999999,0.6816310000000001,0
7293179,57,2520,2,3,550,69300,10,bi-weekly,1,1,38,0.7641362897499999,0.671314,1
9176879,22,1200,0,1,700,72450,4,bi-weekly,1,1,27,0.6837878902500001,0.5744589999999999,1
9851940,38,3775,4,4,1000,71900,6,semi-monthly,0,1,26,0.7815305834999999,0.7460359999999999,1
2953280,57,6285,5,2,600,35800,9,bi-weekly,0,1,0,0.61376430525,0.6140129999999999,1
1332546,46,5015,1,1,1200,85600,3,semi-monthly,0,1,27,0.6391002499999999,0.5939779999999999,0
1329996,45,5190,6,0,1100,77350,6,bi-weekly,0,1,98,0.77870145575,0.629875,0
5824788,34,2995,3,1,425,58800,22,monthly,0,0,50,0.6870284839999999,0.408173,1
9892595,42,3070,2,6,900,53350,17,semi-monthly,0,1,91,0.7715576835,0.720187,0
1384741,43,2915,6,10,500,47300,6,bi-weekly,0,1,35,0.62468914025,0.532422,0
3190680,51,4070,4,3,400,45250,26,bi-weekly,1,1,61,0.68246875425,0.483965,0
6613005,34,3600,3,4,600,43650,6,bi-weekly,1,1,30,0.590352967,0.6686300000000001,0
5857138,44,2135,5,0,900,79850,5,semi-monthly,0,0,69,0.81649778725,0.886199,1
2311042,42,2650,3,2,700,53100,9,semi-monthly,1,0,49,0.640229277,0.346342,1
5117542,33,3660,2,1,400,61900,3,bi-weekly,0,1,29,0.69148956675,0.560419,1
5012265,44,7020,2,2,2900,74000,6,semi-monthly,1,1,17,0.6917123775,0.7289289999999999,1
6378865,36,2640,6,5,900,72750,7,bi-weekly,1,0,85,0.7794082545000001,0.7369920000000001,1
4615465,24,2540,3,9,500,27650,17,bi-weekly,1,1,0,0.642325515,0.629264,1
2518057,44,4105,6,2,700,61200,6,bi-weekly,0,1,74,0.764428753,0.7267600000000001,0
6464090,59,5065,1,5,1250,88700,7,bi-weekly,1,1,50,0.6661300887499999,0.651766,1
4267477,50,4000,6,10,400,32550,3,bi-weekly,1,1,86,0.76219911,0.636147,1
4154591,27,3245,3,6,400,72900,11,bi-weekly,0,1,42,0.60155349175,0.7153959999999999,1
8291281,51,9003,3,1,3400,88700,3,bi-weekly,1,1,37,0.87874028875,0.662577,1
9162469,33,3170,0,2,400,48400,5,weekly,0,1,28,0.68585100975,0.769763,1
2272597,33,3680,1,4,900,67850,10,bi-weekly,1,1,55,0.708899288,0.556082,1
5939753,39,5175,2,2,1000,73950,3,weekly,1,1,42,0.8086438524999999,0.665663,1
6731668,42,1655,3,6,500,38100,2,bi-weekly,0,1,74,0.67720490325,0.575016,0
4443259,54,3610,3,8,600,70950,11,bi-weekly,1,1,38,0.7586780575000001,0.825892,0
3578226,65,2146,3,3,900,76650,4,monthly,0,1,16,0.66932186075,0.70242,0
8175541,46,6670,5,2,600,66150,8,semi-monthly,0,1,29,0.79267391525,0.729648,1
4505623,81,4500,5,2,3100,67700,6,monthly,1,1,0,0.7525599765,0.605336,1
6407727,31,1610,1,0,800,80750,7,bi-weekly,0,1,39,0.78633157525,0.737654,1
4195961,34,5130,6,5,800,55050,13,semi-monthly,1,0,30,0.6912493665,0.502035,1
2874112,51,2775,7,3,600,75500,5,weekly,0,0,129,0.8025260670000001,0.686395,1
3850033,52,3500,4,3,1100,72100,7,semi-monthly,0,0,49,0.76434377075,0.798454,1
4559803,30,2290,3,5,800,45600,8,weekly,0,1,27,0.6787833589999999,0.35368,1
1195887,30,3210,1,2,400,65500,3,bi-weekly,0,1,54,0.6711014580000001,0.595359,0
7694143,29,1520,4,5,900,48450,8,bi-weekly,1,1,38,0.70696417775,0.612989,0
5500020,55,4565,8,9,2000,91650,6,bi-weekly,1,1,37,0.6472619529999999,0.438083,1
7089882,47,6020,4,4,2100,96900,4,bi-weekly,1,1,40,0.7270983735000001,0.593277,1
5705373,61,6755,5,8,700,56700,8,monthly,1,0,42,0.7155635927499999,0.5990840000000001,0
4690556,42,3505,2,2,500,33550,8,bi-weekly,0,1,2,0.5291662035,0.379891,1
4769636,37,3640,3,1,800,49700,11,semi-monthly,0,1,38,0.7313800345000001,0.73596,1
2744796,39,3285,5,5,400,53850,6,monthly,0,1,28,0.6132662112499999,0.746178,0
2991307,61,6330,3,3,1400,78000,8,bi-weekly,0,1,41,0.73320046475,0.597425,0
9485272,47,2825,3,2,800,58700,4,bi-weekly,0,1,28,0.7494258359999999,0.690901,1
7645731,21,1270,0,0,525,46200,9,semi-monthly,0,1,41,0.7575374282499999,0.6024069999999999,1
9505853,65,3660,2,2,400,39250,10,monthly,1,1,62,0.76708267525,0.7684249999999999,0
